,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
2083,Dwight Powell,Dallas Mavericks,27:11,4,4,1.0,0,0,0.0,4,4,1.0,2,8,10,5,1,1,0,2,12,6,27:11,1.042,1.0,0.0,1.0,6.7,28.8,17.3,26.8,1.8,3.0,0.0,9.0,223.0,104.0,20210506
2084,Jalen Brunson,Dallas Mavericks,25:37,6,10,0.6,1,2,0.5,2,2,1.0,0,2,2,2,1,0,1,4,15,-3,25:37,0.689,0.65,0.2,0.2,0.0,7.6,3.7,13.0,1.9,0.0,8.4,19.8,130.0,112.0,20210506
2085,Trey Burke,Dallas Mavericks,11:18,0,6,0.0,0,1,0.0,2,2,1.0,1,1,2,0,0,0,0,0,2,-3,11:18,0.145,0.0,0.167,0.333,8.0,8.7,8.3,0.0,0.0,0.0,0.0,26.0,46.0,116.0,20210506
2086,Josh Green,Dallas Mavericks,8:06,2,2,1.0,0,0,0.0,0,0,0.0,1,1,2,0,2,0,0,0,4,-4,8:06,1.0,1.0,0.0,0.0,11.2,12.1,11.6,0.0,11.7,0.0,0.0,10.5,206.0,88.0,20210506
2087,Nicolò Melli,Dallas Mavericks,6:11,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,1,0,-9,6:11,0.0,0.0,0.5,0.0,0.0,31.7,15.2,0.0,0.0,0.0,0.0,13.8,0.0,109.0,20210506
2088,J.J. Redick,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210506
2089,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210506
2090,Tyler Bey,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210506
2091,Nate Hinton,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210506
2092,Maxi Kleber,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210506
2093,Team Totals,Dallas Mavericks,240,40,89,0.449,15,34,0.441,18,26,0.692,12,39,51,23,10,3,12,15,113,0,240,0.563,0.534,0.382,0.292,22.6,79.6,50.0,57.5,9.9,5.2,10.7,100.0,112.0,108.1,20210506
2094,Josh Richardson,Dallas Mavericks,28:09,8,13,0.615,2,4,0.5,0,0,0.0,1,4,5,3,3,1,1,0,18,15,28:09,0.692,0.692,0.308,0.0,4.2,14.5,9.7,18.7,5.5,3.2,7.1,23.5,134.0,89.0,20210507
2095,Tim Hardaway Jr.,Dallas Mavericks,28:06,7,14,0.5,3,9,0.333,3,3,1.0,1,1,2,2,1,0,0,0,20,18,28:06,0.653,0.607,0.643,0.214,4.2,3.6,3.9,11.8,1.8,0.0,0.0,25.7,140.0,102.0,20210507
2096,Dorian Finney-Smith,Dallas Mavericks,26:02,2,6,0.333,1,5,0.2,0,0,0.0,0,5,5,2,1,1,0,2,5,14,26:02,0.417,0.417,0.833,0.0,0.0,19.6,10.5,9.9,2.0,3.4,0.0,10.9,102.0,94.0,20210507
2097,Luka Dončić,Dallas Mavericks,23:09,8,17,0.471,1,5,0.2,7,7,1.0,1,7,8,1,0,1,3,4,24,7,23:09,0.598,0.5,0.294,0.412,5.1,30.9,18.8,8.5,0.0,3.8,13.0,47.1,109.0,94.0,20210507
2098,Willie Cauley-Stein,Dallas Mavericks,22:50,1,2,0.5,0,1,0.0,1,2,0.5,1,5,6,1,2,2,0,1,3,15,22:50,0.521,0.5,0.5,1.0,5.1,22.4,14.3,5.4,4.5,7.8,0.0,6.0,134.0,85.0,20210507
2099,Jalen Brunson,Dallas Mavericks,27:27,3,11,0.273,0,1,0.0,2,2,1.0,0,4,4,6,0,0,1,2,8,15,27:27,0.337,0.273,0.091,0.182,0.0,14.9,7.9,29.3,0.0,0.0,7.8,22.2,90.0,102.0,20210507
2100,Josh Green,Dallas Mavericks,25:31,2,3,0.667,1,2,0.5,1,3,0.333,1,4,5,1,0,0,0,4,6,12,25:31,0.694,0.833,0.667,1.0,4.6,16.0,10.7,5.1,0.0,0.0,0.0,8.0,149.0,101.0,20210507
2101,Dwight Powell,Dallas Mavericks,21:45,3,4,0.75,0,0,0.0,2,2,1.0,1,3,4,3,0,1,2,5,8,5,21:45,0.82,0.75,0.0,0.5,5.4,14.1,10.0,19.3,0.0,4.1,29.1,14.9,130.0,99.0,20210507
2102,Trey Burke,Dallas Mavericks,19:54,3,7,0.429,1,3,0.333,1,1,1.0,1,1,2,1,0,0,1,1,8,2,19:54,0.538,0.5,0.429,0.143,5.9,5.1,5.5,7.1,0.0,0.0,11.8,20.0,107.0,105.0,20210507
2103,Nate Hinton,Dallas Mavericks,13:08,3,4,0.75,1,2,0.5,1,2,0.5,0,2,2,1,0,1,0,3,8,-5,13:08,0.82,0.875,0.5,0.5,0.0,15.6,8.3,12.2,0.0,6.8,0.0,17.5,165.0,97.0,20210507
2104,Boban Marjanović,Dallas Mavericks,2:02,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,-2,2:02,0.0,0.0,0.0,0.0,57.6,0.0,26.8,0.0,0.0,0.0,0.0,23.2,74.0,107.0,20210507
2105,Tyler Bey,Dallas Mavericks,1:57,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,0,2,4,1:57,1.0,1.0,0.0,0.0,60.0,0.0,28.0,0.0,0.0,0.0,50.0,48.4,97.0,107.0,20210507
2106,Nicolò Melli,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210507
2107,J.J. Redick,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210507
2108,Maxi Kleber,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210507
2109,Team Totals,Dallas Mavericks,240,41,83,0.494,10,32,0.313,18,22,0.818,9,36,45,21,7,7,9,22,110,0,240,0.593,0.554,0.386,0.265,22.0,76.6,51.1,51.2,7.5,13.0,8.9,100.0,118.6,97.0,20210507
2110,Tim Hardaway Jr.,Dallas Mavericks,27:21,9,13,0.692,7,11,0.636,0,0,0.0,0,2,2,3,0,0,0,0,25,20,27:21,0.962,0.962,0.846,0.0,0.0,8.0,4.4,15.4,0.0,0.0,0.0,21.2,182.0,108.0,20210509
2111,Josh Richardson,Dallas Mavericks,25:17,9,14,0.643,0,3,0.0,2,2,1.0,1,1,2,1,2,0,0,0,20,10,25:17,0.672,0.643,0.214,0.143,5.3,4.3,4.7,5.8,3.9,0.0,0.0,26.2,139.0,101.0,20210509
2112,Dorian Finney-Smith,Dallas Mavericks,22:19,2,10,0.2,0,6,0.0,0,0,0.0,1,4,5,2,1,0,2,3,4,10,22:19,0.2,0.2,0.6,0.0,6.0,19.6,13.4,9.4,2.2,0.0,16.7,23.9,54.0,99.0,20210509
2113,Luka Dončić,Dallas Mavericks,21:37,5,11,0.455,0,2,0.0,5,7,0.714,1,4,5,5,2,0,1,2,15,4,21:37,0.533,0.455,0.182,0.636,6.2,20.2,13.9,28.5,4.5,0.0,6.6,31.1,122.0,94.0,20210509
2114,Willie Cauley-Stein,Dallas Mavericks,16:33,2,2,1.0,0,0,0.0,0,0,0.0,0,7,7,1,0,1,1,5,4,-2,16:33,1.0,1.0,0.0,0.0,0.0,46.1,25.4,6.6,0.0,5.3,33.3,8.1,124.0,91.0,20210509
2115,Dwight Powell,Dallas Mavericks,27:03,6,8,0.75,0,0,0.0,0,0,0.0,3,6,9,4,1,4,2,3,12,28,27:03,0.75,0.75,0.0,0.0,14.8,24.2,20.0,18.0,1.8,12.9,20.0,16.5,137.0,90.0,20210509
2116,Nicolò Melli,Dallas Mavericks,21:17,3,5,0.6,1,3,0.333,2,2,1.0,0,4,4,3,0,0,0,3,9,16,21:17,0.765,0.7,0.6,0.4,0.0,20.5,11.3,15.6,0.0,0.0,0.0,12.3,168.0,103.0,20210509
2117,Josh Green,Dallas Mavericks,19:41,1,4,0.25,0,0,0.0,0,0,0.0,0,1,1,4,0,0,0,3,2,6,19:41,0.25,0.25,0.0,0.0,0.0,5.5,3.0,20.5,0.0,0.0,0.0,9.0,103.0,108.0,20210509
2118,Jalen Brunson,Dallas Mavericks,18:38,5,5,1.0,3,3,1.0,0,0,0.0,0,1,1,7,2,0,1,1,13,26,18:38,1.3,1.3,0.6,0.0,0.0,5.9,3.2,48.6,5.2,0.0,16.7,14.3,207.0,97.0,20210509
2119,Trey Burke,Dallas Mavericks,15:02,3,8,0.375,1,3,0.333,0,0,0.0,1,0,1,2,1,2,1,2,7,12,15:02,0.438,0.438,0.375,0.0,8.9,0.0,4.0,15.8,3.2,11.6,11.1,26.6,96.0,95.0,20210509
2120,J.J. Redick,Dallas Mavericks,12:00,2,6,0.333,2,6,0.333,0,0,0.0,0,0,0,1,0,0,2,2,6,2,12:00,0.5,0.5,1.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,25.0,29.7,77.0,109.0,20210509
2121,Boban Marjanović,Dallas Mavericks,4:24,3,4,0.75,1,1,1.0,0,0,0.0,1,1,2,0,0,0,0,0,7,1,4:24,0.0,0.0,0.0,0.0,0.0,49.6,27.3,0.0,0.0,0.0,0.0,0.0,0.0,95.0,20210509
2122,Tyler Bey,Dallas Mavericks,4:24,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,1,4:24,0.0,0.0,0.333,0.0,0.0,24.8,13.6,0.0,0.0,0.0,0.0,30.3,0.0,103.0,20210509
2123,Nate Hinton,Dallas Mavericks,4:24,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,4:24,0.875,0.875,0.25,0.0,30.3,24.8,27.3,0.0,0.0,0.0,0.0,40.5,169.0,103.0,20210509
2124,Maxi Kleber,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210509
2125,Team Totals,Dallas Mavericks,240,50,93,0.538,15,39,0.385,9,11,0.818,8,34,42,33,9,7,10,24,124,0,240,0.634,0.618,0.419,0.118,22.2,77.3,52.5,66.0,9.2,12.7,9.3,100.0,126.1,98.6,20210509
2126,Tim Hardaway Jr.,Dallas Mavericks,27:36,6,11,0.545,3,6,0.5,4,4,1.0,0,5,5,2,0,0,1,2,19,-7,27:36,0.745,0.682,0.545,0.364,0.0,27.2,11.0,13.1,0.0,0.0,7.3,22.1,143.0,146.0,20210511
2127,Dorian Finney-Smith,Dallas Mavericks,27:12,1,5,0.2,0,4,0.0,0,0,0.0,0,1,1,3,1,1,2,1,2,-6,27:12,0.2,0.2,0.8,0.0,0.0,5.5,2.2,15.0,1.9,3.2,28.6,11.4,53.0,144.0,20210511
2128,Luka Dončić,Dallas Mavericks,25:30,4,16,0.25,0,4,0.0,4,4,1.0,1,4,5,5,0,0,5,1,12,-23,25:30,0.338,0.25,0.25,0.25,4.0,23.5,11.9,31.9,0.0,0.0,22.0,39.5,71.0,147.0,20210511
2129,Josh Richardson,Dallas Mavericks,22:24,4,8,0.5,1,3,0.333,0,0,0.0,1,0,1,2,4,1,1,2,9,-1,22:24,0.563,0.563,0.375,0.0,4.6,0.0,2.7,15.1,9.3,3.8,11.1,17.8,112.0,127.0,20210511
2130,Willie Cauley-Stein,Dallas Mavericks,15:09,7,8,0.875,0,0,0.0,2,3,0.667,3,5,8,1,0,0,1,2,16,1,15:09,0.858,0.875,0.0,0.375,20.2,49.5,32.1,21.4,0.0,0.0,9.7,30.2,156.0,141.0,20210511
2131,Jalen Brunson,Dallas Mavericks,24:38,6,11,0.545,3,6,0.5,0,0,0.0,0,3,3,3,1,0,0,0,15,-13,24:38,0.682,0.682,0.545,0.0,0.0,18.3,7.4,23.1,2.1,0.0,0.0,19.8,145.0,143.0,20210511
2132,Trey Burke,Dallas Mavericks,20:58,1,5,0.2,1,5,0.2,4,4,1.0,0,0,0,1,0,0,0,1,7,-13,20:58,0.518,0.3,1.0,0.8,0.0,0.0,0.0,6.6,0.0,0.0,0.0,14.3,125.0,151.0,20210511
2133,Nicolò Melli,Dallas Mavericks,16:02,2,7,0.286,1,3,0.333,2,2,1.0,2,1,3,0,0,0,1,1,7,-8,16:02,0.444,0.357,0.429,0.286,12.7,9.4,11.4,0.0,0.0,0.0,11.3,24.5,96.0,149.0,20210511
2134,Maxi Kleber,Dallas Mavericks,14:07,1,4,0.25,1,3,0.333,0,0,0.0,3,1,4,1,0,0,0,0,3,-21,14:07,0.375,0.375,0.75,0.0,21.7,10.6,17.2,10.1,0.0,0.0,0.0,12.6,123.0,149.0,20210511
2135,Josh Green,Dallas Mavericks,12:00,1,3,0.333,0,0,0.0,0,0,0.0,2,1,3,1,0,0,0,1,2,-15,12:00,0.333,0.333,0.0,0.0,17.0,12.5,15.2,12.1,0.0,0.0,0.0,11.1,115.0,149.0,20210511
2136,Dwight Powell,Dallas Mavericks,11:27,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,2,0,0,1,3,2,-15,11:27,1.0,1.0,0.0,0.0,8.9,0.0,5.3,25.6,0.0,0.0,50.0,7.7,127.0,151.0,20210511
2137,Nate Hinton,Dallas Mavericks,7:50,2,5,0.4,2,4,0.5,2,2,1.0,0,0,0,2,2,0,0,0,8,-6,7:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,151.0,20210511
2138,Tyler Bey,Dallas Mavericks,7:50,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-6,7:50,0.68,0.6,0.8,0.4,0.0,0.0,0.0,49.5,13.2,0.0,0.0,33.3,156.0,121.0,20210511
2139,Boban Marjanović,Dallas Mavericks,5:10,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,-7,5:10,0.5,0.5,0.0,0.0,0.0,29.0,11.8,0.0,0.0,0.0,0.0,17.1,102.0,145.0,20210511
2140,J.J. Redick,Dallas Mavericks,2:07,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-5,2:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,0.0,151.0,20210511
2141,Team Totals,Dallas Mavericks,240,37,88,0.42,12,38,0.316,18,19,0.947,13,22,35,23,8,2,12,15,104,0,240,0.54,0.489,0.432,0.216,27.7,68.8,44.3,62.2,8.6,3.6,11.1,100.0,112.3,143.6,20210511
2142,Luka Dončić,Dallas Mavericks,31:16,12,24,0.5,7,15,0.467,2,2,1.0,1,7,8,8,0,0,4,1,33,24,31:16,0.663,0.646,0.625,0.083,3.7,21.5,13.3,43.0,0.0,0.0,13.9,39.3,125.0,106.0,20210512
2143,Dwight Powell,Dallas Mavericks,30:19,5,5,1.0,0,0,0.0,2,3,0.667,2,6,8,0,1,0,1,3,12,14,30:19,0.949,1.0,0.0,0.6,7.5,19.0,13.8,0.0,1.6,0.0,13.7,10.3,165.0,103.0,20210512
2144,Tim Hardaway Jr.,Dallas Mavericks,29:12,10,18,0.556,3,10,0.3,4,4,1.0,1,3,4,2,1,0,1,2,27,9,29:12,0.683,0.639,0.556,0.222,3.9,9.9,7.1,10.8,1.6,0.0,4.8,30.3,136.0,106.0,20210512
2145,Dorian Finney-Smith,Dallas Mavericks,27:45,4,5,0.8,1,1,1.0,0,0,0.0,1,4,5,1,0,0,0,3,9,10,27:45,0.9,0.9,0.2,0.0,4.1,13.8,9.4,4.3,0.0,0.0,0.0,7.7,185.0,108.0,20210512
2146,Kristaps Porziņģis,Dallas Mavericks,21:56,7,14,0.5,2,5,0.4,3,3,1.0,0,5,5,1,1,0,0,3,19,-1,21:56,0.62,0.571,0.357,0.214,0.0,21.9,11.9,6.9,2.2,0.0,0.0,29.7,130.0,101.0,20210512
2147,Maxi Kleber,Dallas Mavericks,18:38,2,5,0.4,1,4,0.25,0,0,0.0,1,5,6,3,0,1,0,1,5,26,18:38,0.5,0.5,0.8,0.0,6.1,25.8,16.8,18.5,0.0,4.4,0.0,11.4,134.0,102.0,20210512
2148,Jalen Brunson,Dallas Mavericks,18:14,1,4,0.25,0,1,0.0,3,5,0.6,0,3,3,6,0,0,0,3,5,13,18:14,0.403,0.25,0.25,1.25,0.0,15.8,8.6,35.6,0.0,0.0,0.0,14.5,125.0,107.0,20210512
2149,Josh Richardson,Dallas Mavericks,14:08,1,7,0.143,1,3,0.333,0,0,0.0,0,1,1,1,0,0,0,2,3,13,14:08,0.214,0.214,0.429,0.0,0.0,6.8,3.7,7.8,0.0,0.0,0.0,21.1,57.0,110.0,20210512
2150,Willie Cauley-Stein,Dallas Mavericks,13:13,2,3,0.667,0,0,0.0,1,1,1.0,2,0,2,0,1,1,1,4,5,10,13:13,0.727,0.667,0.0,0.333,17.3,0.0,7.9,0.0,3.6,6.2,22.5,14.3,129.0,100.0,20210512
2151,Trey Burke,Dallas Mavericks,8:36,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,1,8:36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,112.0,20210512
2152,Nicolò Melli,Dallas Mavericks,7:26,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,-7,7:26,0.0,0.0,0.0,0.0,0.0,25.8,14.0,0.0,0.0,0.0,0.0,5.7,0.0,105.0,20210512
2153,Josh Green,Dallas Mavericks,6:07,1,1,1.0,0,0,0.0,1,2,0.5,0,1,1,0,0,0,0,2,3,-5,6:07,0.798,1.0,0.0,2.0,0.0,15.7,8.5,0.0,0.0,0.0,0.0,13.1,159.0,107.0,20210512
2154,Nate Hinton,Dallas Mavericks,5:15,1,5,0.2,0,3,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-5,5:15,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,44.0,112.0,20210512
2155,Boban Marjanović,Dallas Mavericks,4:28,1,2,0.5,0,1,0.0,0,0,0.0,0,2,2,0,0,0,1,0,2,-6,4:28,0.5,0.5,0.5,0.0,0.0,43.0,23.4,0.0,0.0,0.0,33.3,28.6,62.0,100.0,20210512
2156,Tyler Bey,Dallas Mavericks,3:27,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,0,0,-6,3:27,0.0,0.0,0.0,0.0,33.1,0.0,15.1,29.6,0.0,0.0,0.0,0.0,230.0,113.0,20210512
2157,Team Totals,Dallas Mavericks,240,47,96,0.49,15,45,0.333,16,20,0.8,9,39,48,23,4,2,8,27,125,0,240,0.596,0.568,0.469,0.208,21.4,78.0,52.2,48.9,3.9,3.4,7.1,100.0,123.2,105.4,20210512
2158,Kristaps Porziņģis,Dallas Mavericks,34:23,9,19,0.474,3,5,0.6,0,0,0.0,5,5,10,2,0,0,0,4,21,8,34:23,0.553,0.553,0.263,0.0,13.7,19.9,16.2,10.6,0.0,0.0,0.0,24.7,125.0,117.0,20210514
2159,Luka Dončić,Dallas Mavericks,34:13,7,19,0.368,1,8,0.125,5,5,1.0,1,9,10,11,0,1,1,4,20,-5,34:13,0.472,0.395,0.421,0.263,2.8,36.1,16.3,52.9,0.0,3.0,4.5,29.0,119.0,113.0,20210514
2160,Dorian Finney-Smith,Dallas Mavericks,27:57,6,8,0.75,4,6,0.667,1,2,0.5,0,3,3,2,0,0,0,3,17,5,27:57,0.957,1.0,0.75,0.25,0.0,14.7,6.0,12.0,0.0,0.0,0.0,14.2,180.0,118.0,20210514
2161,Dwight Powell,Dallas Mavericks,26:13,1,3,0.333,0,0,0.0,5,6,0.833,1,3,4,1,0,1,1,0,7,0,26:13,0.621,0.333,0.0,2.0,3.6,15.7,8.5,4.9,0.0,3.9,15.1,11.3,124.0,115.0,20210514
2162,Tim Hardaway Jr.,Dallas Mavericks,25:19,1,11,0.091,1,8,0.125,4,4,1.0,0,1,1,4,2,0,0,1,7,7,25:19,0.274,0.136,0.727,0.364,0.0,5.4,2.2,20.4,3.9,0.0,0.0,22.6,80.0,110.0,20210514
2163,Jalen Brunson,Dallas Mavericks,24:52,8,11,0.727,3,4,0.75,0,0,0.0,0,5,5,4,0,1,2,0,19,4,24:52,0.864,0.864,0.364,0.0,0.0,27.6,11.2,32.8,0.0,4.1,15.4,23.4,138.0,113.0,20210514
2164,Nicolò Melli,Dallas Mavericks,21:05,2,6,0.333,2,6,0.333,0,0,0.0,2,2,4,1,0,0,1,0,6,7,21:05,0.5,0.5,1.0,0.0,8.9,13.0,10.6,6.6,0.0,0.0,14.3,14.9,103.0,118.0,20210514
2165,Josh Richardson,Dallas Mavericks,20:34,2,7,0.286,2,2,1.0,4,4,1.0,1,0,1,1,1,0,1,1,10,-7,20:34,0.571,0.429,0.286,0.571,4.6,0.0,2.7,6.8,2.4,0.0,10.2,21.2,115.0,114.0,20210514
2166,Willie Cauley-Stein,Dallas Mavericks,14:15,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,4,0,-9,14:15,0.0,0.0,0.0,0.0,0.0,19.2,7.8,0.0,0.0,0.0,100.0,3.1,0.0,117.0,20210514
2167,Trey Burke,Dallas Mavericks,11:09,3,6,0.5,1,3,0.333,0,0,0.0,1,1,2,1,1,0,1,1,7,10,11:09,0.583,0.583,0.5,0.0,8.4,12.3,10.0,16.5,4.5,0.0,14.3,28.1,105.0,108.0,20210514
2168,Josh Green,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210514
2169,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210514
2170,Tyler Bey,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210514
2171,Maxi Kleber,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210514
2172,Nate Hinton,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210514
2173,Team Totals,Dallas Mavericks,240,39,90,0.433,17,42,0.405,19,21,0.905,11,31,42,27,4,3,8,18,114,0,240,0.574,0.528,0.467,0.233,21.6,88.6,48.8,69.2,4.2,6.4,7.5,100.0,118.6,114.5,20210514
2174,Dorian Finney-Smith,Dallas Mavericks,28:18,6,9,0.667,3,5,0.6,0,0,0.0,1,3,4,1,0,0,3,1,15,-14,28:18,0.833,0.833,0.556,0.0,4.5,13.4,8.9,5.0,0.0,0.0,25.0,17.6,112.0,143.0,20210516
2175,Dwight Powell,Dallas Mavericks,27:37,2,3,0.667,0,0,0.0,2,2,1.0,3,4,7,8,0,2,1,5,6,-12,27:37,0.773,0.667,0.0,0.667,13.7,18.3,16.0,34.3,0.0,7.0,20.5,7.3,173.0,137.0,20210516
2176,Kristaps Porziņģis,Dallas Mavericks,25:35,6,10,0.6,4,5,0.8,2,2,1.0,0,4,4,1,0,1,0,2,18,-14,25:35,0.827,0.8,0.5,0.2,0.0,19.7,9.9,5.7,0.0,3.8,0.0,17.6,165.0,139.0,20210516
2177,Tim Hardaway Jr.,Dallas Mavericks,24:21,5,7,0.714,2,3,0.667,3,3,1.0,0,0,0,4,0,1,1,1,15,-20,24:21,0.901,0.857,0.429,0.429,0.0,0.0,0.0,23.1,0.0,3.9,10.7,15.9,167.0,144.0,20210516
2178,Luka Dončić,Dallas Mavericks,20:44,6,13,0.462,2,7,0.286,4,5,0.8,0,6,6,6,2,0,4,1,18,-15,20:44,0.592,0.538,0.538,0.385,0.0,36.6,18.3,46.1,4.7,0.0,20.8,38.4,109.0,126.0,20210516
2179,Jalen Brunson,Dallas Mavericks,26:38,6,12,0.5,2,4,0.5,1,1,1.0,0,0,0,3,1,0,2,2,15,0,26:38,0.603,0.583,0.333,0.083,0.0,0.0,0.0,16.3,1.8,0.0,13.9,22.5,111.0,142.0,20210516
2180,Josh Richardson,Dallas Mavericks,22:26,5,14,0.357,1,4,0.25,0,0,0.0,2,3,5,4,0,0,2,1,11,-2,22:26,0.393,0.393,0.286,0.0,11.3,16.9,14.1,25.7,0.0,0.0,12.5,29.6,93.0,142.0,20210516
2181,Josh Green,Dallas Mavericks,16:57,4,8,0.5,0,2,0.0,0,1,0.0,1,1,2,1,1,0,0,1,8,2,16:57,0.474,0.5,0.25,0.125,7.5,7.5,7.5,8.7,2.9,0.0,0.0,20.6,108.0,137.0,20210516
2182,Nicolò Melli,Dallas Mavericks,15:01,3,6,0.5,2,5,0.4,2,2,1.0,2,3,5,2,1,0,0,0,10,2,15:01,0.727,0.667,0.833,0.333,16.8,25.2,21.0,18.6,3.2,0.0,0.0,19.0,167.0,133.0,20210516
2183,Trey Burke,Dallas Mavericks,10:03,1,4,0.25,0,2,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2,1,10:03,0.25,0.25,0.5,0.0,0.0,12.6,6.3,12.2,0.0,0.0,0.0,16.5,74.0,143.0,20210516
2184,Willie Cauley-Stein,Dallas Mavericks,9:23,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,1,1,4,0,0,9:23,0.0,0.0,0.0,0.0,13.5,13.5,13.5,0.0,0.0,10.2,50.0,8.8,35.0,136.0,20210516
2185,Boban Marjanović,Dallas Mavericks,4:19,0,0,0.0,0,0,0.0,3,4,0.75,0,0,0,1,0,0,1,0,3,-1,4:19,0.0,0.0,0.0,0.0,29.3,29.3,29.3,0.0,0.0,0.0,33.3,28.8,26.0,139.0,20210516
