,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
1980,Tyler Bey,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210424
1981,Trey Burke,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210424
1982,Kristaps Porziņģis,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210424
1983,Team Totals,Dallas Mavericks,240,38,78,0.487,13,30,0.433,19,25,0.76,10,41,51,26,3,2,16,17,108,0,240,0.607,0.571,0.385,0.321,25.0,87.2,58.6,68.4,3.2,4.9,15.2,100.0,114.5,98.6,20210424
1984,Luka Dončić,Dallas Mavericks,37:54,8,20,0.4,4,12,0.333,4,6,0.667,0,8,8,8,0,0,4,2,24,-19,37:54,0.53,0.5,0.6,0.3,0.0,27.4,11.8,30.8,0.0,0.0,15.0,31.2,106.0,124.0,20210426
1985,Dorian Finney-Smith,Dallas Mavericks,33:00,4,9,0.444,2,7,0.286,0,0,0.0,4,3,7,4,2,1,1,3,10,-14,33:00,0.556,0.556,0.778,0.0,11.9,11.8,11.8,15.6,3.2,2.8,10.0,13.4,130.0,119.0,20210426
1986,Tim Hardaway Jr.,Dallas Mavericks,28:53,8,20,0.4,3,12,0.25,0,0,0.0,0,1,1,2,0,0,0,3,19,-20,28:53,0.475,0.475,0.6,0.0,0.0,4.5,1.9,11.2,0.0,0.0,0.0,30.7,106.0,130.0,20210426
1987,Dwight Powell,Dallas Mavericks,12:41,2,4,0.5,0,0,0.0,1,2,0.5,1,3,4,0,0,0,1,2,5,-17,12:41,0.512,0.5,0.0,0.5,7.7,30.7,17.6,0.0,0.0,0.0,17.0,20.6,93.0,123.0,20210426
1988,Maxi Kleber,Dallas Mavericks,9:42,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2,-12,9:42,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,9.2,77.0,131.0,20210426
1989,Trey Burke,Dallas Mavericks,28:13,8,14,0.571,3,7,0.429,0,0,0.0,1,1,2,5,2,0,0,1,19,13,28:13,0.679,0.679,0.5,0.0,3.5,4.6,4.0,28.9,3.7,0.0,0.0,22.0,151.0,122.0,20210426
1990,Willie Cauley-Stein,Dallas Mavericks,26:47,4,6,0.667,0,0,0.0,0,3,0.0,3,4,7,0,3,1,1,1,8,6,26:47,0.546,0.667,0.0,0.5,11.0,19.4,14.6,0.0,5.8,3.4,12.0,13.8,105.0,111.0,20210426
1991,Nicolò Melli,Dallas Mavericks,20:26,0,3,0.0,0,2,0.0,0,0,0.0,2,4,6,1,1,0,1,1,0,4,20:26,0.0,0.0,0.667,0.0,9.6,25.4,16.4,5.5,2.5,0.0,25.0,8.7,48.0,119.0,20210426
1992,Jalen Brunson,Dallas Mavericks,17:43,3,9,0.333,0,2,0.0,1,1,1.0,1,0,1,3,0,0,0,0,7,5,17:43,0.371,0.333,0.222,0.111,5.5,0.0,3.2,23.3,0.0,0.0,0.0,23.6,103.0,131.0,20210426
1993,Josh Green,Dallas Mavericks,16:09,1,2,0.5,0,0,0.0,0,0,0.0,1,2,3,1,1,0,0,1,2,15,16:09,0.5,0.5,0.0,0.0,6.1,16.1,10.4,7.4,3.2,0.0,0.0,5.5,138.0,120.0,20210426
1994,Boban Marjanović,Dallas Mavericks,8:32,4,4,1.0,0,0,0.0,2,2,1.0,1,0,1,0,0,0,1,1,10,4,8:32,1.025,1.0,0.0,0.5,11.5,0.0,6.5,0.0,0.0,0.0,17.0,30.6,161.0,131.0,20210426
1995,Nate Hinton,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210426
1996,J.J. Redick,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210426
1997,Tyler Bey,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210426
1998,Kristaps Porziņģis,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210426
1999,Team Totals,Dallas Mavericks,240,43,92,0.467,12,42,0.286,8,14,0.571,14,26,40,24,9,2,10,15,106,0,240,0.54,0.533,0.457,0.152,28.6,70.3,46.5,55.8,9.8,3.8,9.2,100.0,115.0,122.6,20210426
2000,Trey Burke,Dallas Mavericks,31:16,2,13,0.154,1,1,1.0,3,3,1.0,0,0,0,2,4,1,1,2,8,32,31:16,0.279,0.192,0.077,0.231,0.0,0.0,0.0,6.8,6.0,3.7,6.5,20.5,68.0,95.0,20210427
2001,Dorian Finney-Smith,Dallas Mavericks,30:10,4,5,0.8,3,4,0.75,2,2,1.0,0,8,8,1,2,0,0,2,13,23,30:10,1.105,1.1,0.8,0.4,0.0,25.0,13.7,3.8,3.1,0.0,0.0,8.2,222.0,96.0,20210427
2002,Luka Dončić,Dallas Mavericks,28:06,15,23,0.652,4,10,0.4,5,5,1.0,2,4,6,8,2,0,7,3,39,29,28:06,0.774,0.739,0.435,0.217,8.1,13.4,11.0,61.1,3.3,0.0,21.7,48.0,131.0,99.0,20210427
2003,Maxi Kleber,Dallas Mavericks,21:12,4,6,0.667,2,3,0.667,0,0,0.0,0,6,6,2,0,1,0,3,10,27,21:12,0.833,0.833,0.5,0.0,0.0,26.6,14.6,11.6,0.0,5.5,0.0,11.8,174.0,99.0,20210427
2004,Dwight Powell,Dallas Mavericks,18:31,1,2,0.5,0,0,0.0,1,2,0.5,3,5,8,0,0,0,1,2,3,-2,18:31,0.521,0.5,0.0,1.0,18.5,25.4,22.3,0.0,0.0,0.0,25.8,8.8,118.0,103.0,20210427
2005,Willie Cauley-Stein,Dallas Mavericks,23:12,3,4,0.75,0,0,0.0,0,0,0.0,2,3,5,0,0,2,0,2,6,41,23:12,0.75,0.75,0.0,0.0,9.9,12.2,11.1,0.0,0.0,10.1,0.0,7.2,167.0,102.0,20210427
2006,Tim Hardaway Jr.,Dallas Mavericks,18:26,3,8,0.375,2,5,0.4,5,6,0.833,0,7,7,1,0,0,0,3,13,29,18:26,0.611,0.5,0.625,0.75,0.0,35.7,19.6,6.5,0.0,0.0,0.0,24.2,135.0,100.0,20210427
2007,Jalen Brunson,Dallas Mavericks,18:07,5,9,0.556,2,4,0.5,0,0,0.0,0,4,4,3,0,0,1,0,12,16,18:07,0.667,0.667,0.444,0.0,0.0,20.8,11.4,22.9,0.0,0.0,10.0,23.1,131.0,105.0,20210427
2008,Nicolò Melli,Dallas Mavericks,12:00,5,8,0.625,1,2,0.5,2,3,0.667,2,0,2,1,0,0,0,0,13,-9,12:00,0.697,0.688,0.25,0.375,19.0,0.0,8.6,14.3,0.0,0.0,0.0,32.5,153.0,111.0,20210427
2009,Josh Green,Dallas Mavericks,10:06,1,3,0.333,1,1,1.0,0,0,0.0,0,1,1,1,0,0,1,0,3,-13,10:06,0.5,0.5,0.333,0.0,0.0,9.3,5.1,11.0,0.0,0.0,25.0,16.6,88.0,108.0,20210427
2010,Tyler Bey,Dallas Mavericks,8:56,2,5,0.4,1,2,0.5,1,1,1.0,0,0,0,0,0,0,1,1,6,-10,8:56,0.551,0.5,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,15.5,30.2,94.0,111.0,20210427
2011,Nate Hinton,Dallas Mavericks,8:56,1,3,0.333,0,2,0.0,0,0,0.0,0,1,1,1,1,0,1,0,2,-10,8:56,0.333,0.333,0.667,0.0,0.0,10.5,5.8,12.6,5.2,0.0,25.0,18.7,66.0,95.0,20210427
2012,J.J. Redick,Dallas Mavericks,7:10,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0,1,0,0,0,0,3,4,7:10,0.75,0.75,0.5,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,11.7,166.0,111.0,20210427
2013,Boban Marjanović,Dallas Mavericks,3:52,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,1,2,-7,3:52,1.0,1.0,0.0,0.0,0.0,48.7,26.7,0.0,0.0,0.0,0.0,10.8,200.0,95.0,20210427
2014,Kristaps Porziņģis,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210427
2015,Team Totals,Dallas Mavericks,240,48,92,0.522,18,35,0.514,19,22,0.864,9,41,50,21,9,4,13,19,133,0,240,0.654,0.62,0.38,0.239,21.4,80.4,53.8,43.8,8.8,9.8,11.3,100.0,129.9,100.6,20210427
2016,Tim Hardaway Jr.,Dallas Mavericks,35:49,13,23,0.565,6,10,0.6,10,10,1.0,0,1,1,3,1,0,2,3,42,9,35:49,0.766,0.696,0.435,0.435,0.0,4.5,1.8,17.8,1.4,0.0,6.8,35.8,144.0,107.0,20210429
2017,Jalen Brunson,Dallas Mavericks,33:15,5,15,0.333,1,4,0.25,2,2,1.0,0,6,6,4,0,0,1,0,13,15,33:15,0.409,0.367,0.267,0.133,0.0,28.9,11.7,17.6,0.0,0.0,5.9,22.1,91.0,109.0,20210429
2018,Josh Richardson,Dallas Mavericks,31:15,3,12,0.25,2,3,0.667,2,2,1.0,1,6,7,3,2,0,2,2,10,6,31:15,0.388,0.333,0.25,0.167,3.5,30.7,14.5,13.0,3.1,0.0,13.4,20.8,83.0,102.0,20210429
2019,Dwight Powell,Dallas Mavericks,25:50,3,4,0.75,0,1,0.0,2,3,0.667,2,0,2,1,1,1,1,1,8,10,25:50,0.752,0.75,0.25,0.75,8.4,0.0,5.0,5.4,1.9,4.4,15.8,10.7,140.0,104.0,20210429
2020,Kristaps Porziņģis,Dallas Mavericks,20:36,5,11,0.455,1,3,0.333,0,0,0.0,0,1,1,0,0,0,0,0,11,-3,20:36,0.5,0.5,0.273,0.0,0.0,7.8,3.1,0.0,0.0,0.0,0.0,23.3,98.0,111.0,20210429
2021,Maxi Kleber,Dallas Mavericks,28:00,2,3,0.667,1,2,0.5,0,0,0.0,0,7,7,2,0,0,0,0,5,15,28:00,0.833,0.833,0.667,0.0,0.0,40.0,16.2,9.4,0.0,0.0,0.0,4.7,173.0,109.0,20210429
2022,Trey Burke,Dallas Mavericks,18:43,5,8,0.625,1,2,0.5,4,4,1.0,0,1,1,2,1,1,3,3,15,1,18:43,0.768,0.688,0.25,0.5,0.0,8.5,3.5,18.9,2.6,6.1,23.5,29.7,118.0,99.0,20210429
2023,Josh Green,Dallas Mavericks,14:04,2,2,1.0,0,0,0.0,0,0,0.0,1,1,2,2,0,0,0,2,4,1,14:04,1.0,1.0,0.0,0.0,7.8,11.4,9.2,20.6,0.0,0.0,0.0,6.2,213.0,109.0,20210429
2024,Willie Cauley-Stein,Dallas Mavericks,11:41,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,4,0,-4,11:41,0.0,0.0,0.0,0.0,9.3,0.0,5.6,0.0,0.0,0.0,50.0,7.5,38.0,109.0,20210429
2025,J.J. Redick,Dallas Mavericks,10:54,1,7,0.143,1,5,0.2,0,0,0.0,0,0,0,3,1,0,1,4,3,-2,10:54,0.214,0.214,0.714,0.0,0.0,0.0,0.0,37.1,4.4,0.0,12.5,32.0,60.0,99.0,20210429
2026,Boban Marjanović,Dallas Mavericks,9:53,1,3,0.333,0,0,0.0,2,2,1.0,3,4,7,2,0,0,0,1,4,2,9:53,0.515,0.333,0.0,0.667,33.1,64.8,45.9,27.6,0.0,0.0,0.0,17.1,152.0,106.0,20210429
2027,Nate Hinton,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210429
2028,Dorian Finney-Smith,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210429
2029,Nicolò Melli,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210429
2030,Tyler Bey,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210429
2031,Team Totals,Dallas Mavericks,240,40,89,0.449,13,30,0.433,22,23,0.957,8,27,35,22,6,2,11,20,115,0,240,0.58,0.522,0.337,0.258,18.2,90.0,47.3,55.0,6.0,4.8,10.0,100.0,115.9,105.8,20210429
2032,Dorian Finney-Smith,Dallas Mavericks,40:29,8,12,0.667,6,9,0.667,0,0,0.0,1,4,5,2,1,0,3,2,22,4,40:29,0.917,0.917,0.75,0.0,3.0,11.0,7.2,6.3,1.2,0.0,20.0,16.5,132.0,128.0,20210501
2033,Luka Dončić,Dallas Mavericks,39:13,12,23,0.522,1,6,0.167,6,11,0.545,2,10,12,20,0,0,1,4,31,6,39:13,0.557,0.543,0.261,0.478,6.3,28.5,17.9,75.8,0.0,0.0,3.5,32.8,142.0,125.0,20210501
2034,Maxi Kleber,Dallas Mavericks,27:07,5,9,0.556,5,9,0.556,2,2,1.0,0,1,1,1,0,1,1,2,17,-6,27:07,0.86,0.833,1.0,0.222,0.0,4.1,2.2,4.6,0.0,2.5,9.2,17.9,145.0,130.0,20210501
2035,Josh Richardson,Dallas Mavericks,23:18,3,11,0.273,1,5,0.2,1,1,1.0,0,0,0,2,2,1,4,0,8,-6,23:18,0.35,0.318,0.455,0.091,0.0,0.0,0.0,10.1,4.2,2.9,25.9,29.5,60.0,123.0,20210501
2036,Dwight Powell,Dallas Mavericks,18:52,3,5,0.6,0,0,0.0,5,6,0.833,1,2,3,0,0,0,0,3,11,1,18:52,0.72,0.6,0.0,1.2,6.5,11.8,9.3,0.0,0.0,0.0,0.0,18.1,155.0,130.0,20210501
2037,Willie Cauley-Stein,Dallas Mavericks,26:46,3,5,0.6,0,1,0.0,0,0,0.0,3,9,12,0,2,2,1,4,6,-3,26:46,0.6,0.6,0.2,0.0,13.8,37.5,26.2,0.0,3.6,5.0,16.7,10.0,120.0,111.0,20210501
2038,Tim Hardaway Jr.,Dallas Mavericks,26:41,7,12,0.583,2,5,0.4,0,0,0.0,0,3,3,4,1,0,1,5,16,7,26:41,0.667,0.667,0.417,0.0,0.0,12.6,6.6,20.9,1.8,0.0,7.7,21.7,128.0,125.0,20210501
2039,Jalen Brunson,Dallas Mavericks,15:16,2,5,0.4,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,3,4,-9,15:16,0.4,0.4,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,14.6,102.0,133.0,20210501
2040,Trey Burke,Dallas Mavericks,11:51,3,4,0.75,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,0,7,9,11:51,0.875,0.875,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,160.0,133.0,20210501
2041,Nicolò Melli,Dallas Mavericks,10:27,1,1,1.0,1,1,1.0,0,2,0.0,0,0,0,0,0,0,0,2,3,2,10:27,0.798,1.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,104.0,133.0,20210501
2042,Tyler Bey,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210501
2043,Nate Hinton,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210501
2044,Josh Green,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210501
2045,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210501
2046,Team Totals,Dallas Mavericks,240,47,87,0.54,17,38,0.447,14,22,0.636,7,29,36,31,6,4,11,25,125,0,240,0.646,0.638,0.437,0.253,17.9,67.4,43.9,66.0,6.1,5.6,10.2,100.0,126.8,125.8,20210501
2047,Luka Dončić,Dallas Mavericks,36:28,11,22,0.5,1,7,0.143,7,8,0.875,0,6,6,6,2,0,6,4,30,4,36:28,0.588,0.523,0.318,0.364,0.0,22.6,10.1,40.5,2.7,0.0,19.0,37.5,106.0,115.0,20210502
2048,Dorian Finney-Smith,Dallas Mavericks,35:27,1,7,0.143,0,5,0.0,1,2,0.5,2,3,5,4,2,0,4,1,3,-10,35:27,0.19,0.143,0.714,0.286,6.3,11.6,8.7,16.6,2.8,0.0,33.7,14.5,52.0,117.0,20210502
2049,Maxi Kleber,Dallas Mavericks,28:52,2,8,0.25,1,7,0.143,0,0,0.0,2,1,3,0,0,0,0,0,5,-16,28:52,0.313,0.313,0.875,0.0,7.7,4.8,6.4,0.0,0.0,0.0,0.0,12.0,86.0,124.0,20210502
2050,Josh Richardson,Dallas Mavericks,26:13,4,10,0.4,1,4,0.25,2,2,1.0,0,3,3,2,2,0,0,2,11,-3,26:13,0.506,0.45,0.4,0.2,0.0,15.7,7.0,13.7,3.8,0.0,0.0,18.0,120.0,114.0,20210502
2051,Dwight Powell,Dallas Mavericks,20:09,3,3,1.0,0,0,0.0,7,9,0.778,3,4,7,0,2,3,3,3,13,-15,20:09,0.934,1.0,0.0,3.0,16.6,27.2,21.4,0.0,5.0,13.5,30.1,21.4,133.0,99.0,20210502
2052,Jalen Brunson,Dallas Mavericks,25:30,8,12,0.667,1,3,0.333,0,0,0.0,1,1,2,3,1,0,1,1,17,-13,25:30,0.708,0.708,0.25,0.0,4.4,5.4,4.8,29.8,2.0,0.0,7.7,22.1,139.0,119.0,20210502
2053,Trey Burke,Dallas Mavericks,17:17,2,6,0.333,1,2,0.5,2,2,1.0,0,0,0,0,0,0,1,1,7,-18,17:17,0.509,0.417,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,12.7,19.8,98.0,124.0,20210502
2054,J.J. Redick,Dallas Mavericks,14:19,0,3,0.0,0,3,0.0,0,0,0.0,0,1,1,1,0,0,0,2,0,14,14:19,0.0,0.0,1.0,0.0,0.0,9.6,4.3,9.9,0.0,0.0,0.0,9.1,21.0,122.0,20210502
2055,Boban Marjanović,Dallas Mavericks,11:55,2,3,0.667,0,0,0.0,4,4,1.0,2,5,7,0,1,1,0,1,8,12,11:55,0.84,0.667,0.0,1.333,18.7,57.5,36.1,0.0,4.2,7.6,0.0,17.3,187.0,101.0,20210502
2056,Willie Cauley-Stein,Dallas Mavericks,9:18,0,0,0.0,0,0,0.0,1,2,0.5,2,2,4,0,0,0,1,1,1,-12,9:18,0.568,0.0,0.0,0.0,24.0,29.5,26.5,0.0,0.0,0.0,53.2,8.8,90.0,119.0,20210502
2057,Josh Green,Dallas Mavericks,8:08,0,3,0.0,0,2,0.0,0,0,0.0,1,0,1,0,2,0,0,0,0,7,8:08,0.0,0.0,0.667,0.0,13.7,0.0,7.6,0.0,12.3,0.0,0.0,16.0,25.0,98.0,20210502
2058,Nicolò Melli,Dallas Mavericks,6:24,1,4,0.25,1,2,0.5,1,2,0.5,0,1,1,0,0,0,0,0,4,-10,6:24,0.41,0.375,0.5,0.5,0.0,21.4,9.6,0.0,0.0,0.0,0.0,33.1,94.0,121.0,20210502
2059,Tyler Bey,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210502
2060,Nate Hinton,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210502
2061,Team Totals,Dallas Mavericks,240,34,81,0.42,6,35,0.171,25,31,0.806,13,27,40,16,12,4,16,16,99,0,240,0.523,0.457,0.432,0.383,30.2,77.1,51.3,47.1,12.5,7.5,14.5,100.0,103.2,115.8,20210502
2062,Dorian Finney-Smith,Dallas Mavericks,33:26,5,6,0.833,2,3,0.667,0,0,0.0,1,3,4,3,0,1,2,2,12,28,33:26,1.0,1.0,0.5,0.0,3.3,10.8,6.9,11.1,0.0,3.3,25.0,10.6,151.0,123.0,20210504
2063,Tim Hardaway Jr.,Dallas Mavericks,33:15,13,24,0.542,10,18,0.556,0,2,0.0,1,3,4,1,0,1,1,2,36,19,33:15,0.723,0.75,0.75,0.083,3.4,10.8,7.0,5.3,0.0,3.4,3.9,34.6,137.0,123.0,20210504
2064,Luka Dončić,Dallas Mavericks,30:16,8,15,0.533,5,10,0.5,2,5,0.4,1,11,12,8,0,0,7,1,23,20,30:16,0.669,0.7,0.667,0.333,3.7,43.6,22.9,38.1,0.0,0.0,28.9,35.6,109.0,118.0,20210504
2065,Josh Richardson,Dallas Mavericks,22:40,6,11,0.545,3,5,0.6,2,2,1.0,1,0,1,1,0,0,1,1,17,-3,22:40,0.715,0.682,0.455,0.182,4.9,0.0,2.6,6.4,0.0,0.0,7.8,25.3,139.0,127.0,20210504
2066,Willie Cauley-Stein,Dallas Mavericks,18:15,1,2,0.5,0,0,0.0,0,0,0.0,0,3,3,1,0,0,0,1,2,5,18:15,0.5,0.5,0.0,0.0,0.0,19.7,9.5,6.1,0.0,0.0,0.0,4.9,130.0,123.0,20210504
2067,Dwight Powell,Dallas Mavericks,28:33,3,4,0.75,0,0,0.0,1,1,1.0,5,5,10,3,3,2,0,5,7,13,28:33,0.788,0.75,0.0,0.25,19.5,21.0,20.3,12.3,5.3,7.8,0.0,6.9,199.0,104.0,20210504
2068,Josh Green,Dallas Mavericks,23:40,1,2,0.5,0,1,0.0,2,2,1.0,2,2,4,3,3,0,1,1,4,17,23:40,0.694,0.5,0.5,1.0,9.4,10.1,9.8,13.8,6.4,0.0,25.8,7.3,153.0,110.0,20210504
2069,Jalen Brunson,Dallas Mavericks,18:18,7,12,0.583,2,5,0.4,3,3,1.0,0,1,1,2,0,0,1,1,19,-8,18:18,0.713,0.667,0.417,0.25,0.0,6.6,3.2,19.0,0.0,0.0,7.0,34.8,140.0,126.0,20210504
2070,Nicolò Melli,Dallas Mavericks,15:05,0,4,0.0,0,2,0.0,0,0,0.0,1,3,4,3,0,0,0,1,0,-7,15:05,0.0,0.0,0.5,0.0,7.4,23.9,15.3,20.8,0.0,0.0,0.0,11.8,78.0,122.0,20210504
2071,Trey Burke,Dallas Mavericks,6:53,2,4,0.5,0,1,0.0,1,1,1.0,0,0,0,0,0,0,0,1,5,-7,6:53,0.563,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,119.0,127.0,20210504
2072,J.J. Redick,Dallas Mavericks,6:13,0,2,0.0,0,2,0.0,2,2,1.0,0,1,1,0,0,0,0,0,2,5,6:13,0.347,0.0,1.0,1.0,0.0,19.3,9.3,0.0,0.0,0.0,0.0,20.6,86.0,123.0,20210504
2073,Tyler Bey,Dallas Mavericks,1:43,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,-6,1:43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.8,0.0,0.0,0.0,25.9,75.0,126.0,20210504
2074,Nate Hinton,Dallas Mavericks,1:43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-6,1:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,20210504
2075,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210504
2076,Maxi Kleber,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210504
2077,Team Totals,Dallas Mavericks,240,46,87,0.529,22,48,0.458,13,18,0.722,12,32,44,26,6,4,13,17,127,0,240,0.669,0.655,0.552,0.207,27.9,80.0,53.0,56.5,6.3,9.3,12.0,100.0,133.9,119.1,20210504
2078,Dorian Finney-Smith,Dallas Mavericks,38:38,6,11,0.545,3,6,0.5,2,4,0.5,4,4,8,3,0,0,1,1,17,23,38:38,0.666,0.682,0.545,0.364,9.4,10.1,9.7,11.5,0.0,0.0,7.3,15.2,138.0,115.0,20210506
2079,Tim Hardaway Jr.,Dallas Mavericks,37:06,8,16,0.5,4,8,0.5,3,4,0.75,0,6,6,2,0,0,2,3,23,9,37:06,0.648,0.625,0.5,0.25,0.0,15.8,7.6,8.7,0.0,0.0,10.1,22.7,117.0,114.0,20210506
2080,Luka Dončić,Dallas Mavericks,35:37,7,22,0.318,5,13,0.385,5,10,0.5,1,9,10,8,2,0,6,0,24,7,35:37,0.455,0.432,0.591,0.455,2.5,24.8,13.2,35.3,2.7,0.0,18.5,38.8,89.0,105.0,20210506
2081,Josh Richardson,Dallas Mavericks,29:24,4,10,0.4,2,3,0.667,0,0,0.0,1,0,1,1,3,0,1,2,10,-5,29:24,0.5,0.5,0.3,0.0,3.1,0.0,1.6,4.9,4.9,0.0,9.1,16.0,99.0,107.0,20210506
2082,Willie Cauley-Stein,Dallas Mavericks,20:49,3,6,0.5,0,0,0.0,0,0,0.0,2,6,8,2,1,2,1,2,6,-1,20:49,0.5,0.5,0.0,0.0,8.7,28.2,18.1,13.9,2.3,8.0,14.3,14.4,109.0,99.0,20210506
