,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
339,Rodney Hood,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191212
340,Anthony Tolliver,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191212
341,Team Totals,Portland Trail Blazers,240,41,86,0.477,9,30,0.3,8,11,0.727,7,28,35,22,4,7,8,16,99,0,240,0.545,0.529,0.349,0.128,17.5,65.1,42.2,53.7,4.5,13.5,8.1,100.0,111.0,127.8,20191212
342,CJ McCollum,Portland Trail Blazers,39:54,11,20,0.55,3,7,0.429,5,5,1.0,3,4,7,6,1,1,5,2,30,7,39:54,0.676,0.625,0.35,0.25,8.6,11.2,9.9,27.0,1.2,2.1,18.4,29.0,122.0,110.0,20191216
343,Damian Lillard,Portland Trail Blazers,36:47,9,21,0.429,3,8,0.375,6,7,0.857,0,1,1,5,0,0,4,4,27,10,36:47,0.561,0.5,0.381,0.333,0.0,3.0,1.5,23.1,0.0,0.0,14.2,32.5,106.0,116.0,20191216
344,Carmelo Anthony,Portland Trail Blazers,34:48,8,16,0.5,4,6,0.667,3,4,0.75,2,6,8,1,2,3,1,4,23,-1,34:48,0.648,0.625,0.375,0.25,6.6,19.2,13.0,4.8,2.7,7.4,5.3,22.9,129.0,101.0,20191216
345,Hassan Whiteside,Portland Trail Blazers,31:19,5,7,0.714,0,0,0.0,0,0,0.0,2,12,14,0,1,3,4,4,10,-6,31:19,0.714,0.714,0.0,0.0,7.3,42.8,25.2,0.0,1.5,8.2,36.4,14.9,89.0,97.0,20191216
346,Kent Bazemore,Portland Trail Blazers,31:05,4,10,0.4,3,8,0.375,0,0,0.0,0,3,3,1,3,1,1,2,11,10,31:05,0.55,0.55,0.8,0.0,0.0,10.8,5.5,4.6,4.5,2.8,9.1,15.1,103.0,102.0,20191216
347,Anfernee Simons,Portland Trail Blazers,18:25,1,6,0.167,0,2,0.0,0,0,0.0,0,1,1,2,0,0,2,5,2,-9,18:25,0.167,0.167,0.333,0.0,0.0,6.1,3.1,13.9,0.0,0.0,25.0,18.5,43.0,115.0,20191216
348,Anthony Tolliver,Portland Trail Blazers,16:24,1,2,0.5,1,2,0.5,1,2,0.5,1,1,2,2,1,0,2,1,4,1,16:24,0.694,0.75,1.0,1.0,7.0,6.8,6.9,15.8,2.8,0.0,41.0,12.7,101.0,109.0,20191216
349,Skal Labissière,Portland Trail Blazers,13:29,1,1,1.0,0,0,0.0,0,0,0.0,1,2,3,3,1,1,1,3,2,8,13:29,1.0,1.0,0.0,0.0,8.5,16.6,12.6,29.3,3.5,6.4,50.0,6.3,144.0,101.0,20191216
350,Gary Trent Jr.,Portland Trail Blazers,13:02,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,2,0,-9,13:02,0.0,0.0,1.0,0.0,0.0,8.6,4.3,9.2,0.0,0.0,0.0,3.3,60.0,115.0,20191216
351,Mario Hezonja,Portland Trail Blazers,4:47,0,0,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,0,2,-6,4:47,1.136,0.0,0.0,0.0,0.0,23.3,11.8,0.0,0.0,0.0,0.0,7.8,250.0,111.0,20191216
352,Rodney Hood,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191216
353,Nassir Little,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191216
354,Team Totals,Portland Trail Blazers,240,40,84,0.476,14,34,0.412,17,20,0.85,9,32,41,21,9,9,20,27,111,0,240,0.598,0.56,0.405,0.238,21.4,74.4,48.2,52.5,8.7,16.1,17.7,100.0,107.7,106.7,20191216
355,CJ McCollum,Portland Trail Blazers,38:19,11,19,0.579,3,8,0.375,5,6,0.833,0,5,5,3,1,0,2,2,30,8,38:19,0.693,0.658,0.421,0.316,0.0,10.4,5.9,12.4,1.2,0.0,8.5,24.8,136.0,114.0,20191218
356,Damian Lillard,Portland Trail Blazers,37:16,9,20,0.45,2,8,0.25,11,13,0.846,1,4,5,13,1,1,3,1,31,11,37:16,0.603,0.5,0.4,0.65,2.7,8.6,6.0,51.7,1.3,2.0,10.4,31.0,132.0,114.0,20191218
357,Hassan Whiteside,Portland Trail Blazers,32:52,8,14,0.571,0,0,0.0,0,0,0.0,7,16,23,0,0,2,0,1,16,2,32:52,0.571,0.571,0.0,0.0,21.8,38.9,31.4,0.0,0.0,4.5,0.0,17.1,139.0,100.0,20191218
358,Carmelo Anthony,Portland Trail Blazers,30:19,7,17,0.412,1,4,0.25,2,2,1.0,1,7,8,0,2,2,1,1,17,2,30:19,0.475,0.441,0.235,0.118,3.4,18.5,11.8,0.0,3.1,4.9,5.3,25.1,101.0,103.0,20191218
359,Kent Bazemore,Portland Trail Blazers,29:08,2,6,0.333,1,3,0.333,0,0,0.0,0,1,1,0,1,1,1,4,5,10,29:08,0.417,0.417,0.5,0.0,0.0,2.7,1.5,0.0,1.6,2.5,14.3,9.7,77.0,115.0,20191218
360,Gary Trent Jr.,Portland Trail Blazers,20:43,2,7,0.286,1,5,0.2,2,2,1.0,2,1,3,1,1,1,2,2,7,3,20:43,0.444,0.357,0.714,0.286,9.9,3.9,6.5,5.9,2.3,3.6,20.2,19.2,92.0,113.0,20191218
361,Anfernee Simons,Portland Trail Blazers,19:14,0,5,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,1,1,4,0,0,19:14,0.0,0.0,0.0,0.0,5.3,4.2,4.7,0.0,0.0,3.8,16.7,12.5,15.0,117.0,20191218
362,Anthony Tolliver,Portland Trail Blazers,17:41,2,3,0.667,1,2,0.5,1,1,1.0,0,3,3,2,0,0,0,2,6,8,17:41,0.872,0.833,0.667,0.333,0.0,13.6,7.6,14.1,0.0,0.0,0.0,7.8,189.0,115.0,20191218
363,Skal Labissière,Portland Trail Blazers,14:28,3,6,0.5,0,1,0.0,4,4,1.0,2,5,7,0,0,0,0,5,10,6,14:28,0.644,0.5,0.167,0.667,14.1,27.6,21.7,0.0,0.0,0.0,0.0,21.6,151.0,106.0,20191218
364,Nassir Little,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191218
365,Mario Hezonja,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191218
366,Rodney Hood,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191218
367,Team Totals,Portland Trail Blazers,240,44,97,0.454,9,31,0.29,25,28,0.893,14,43,57,19,6,8,10,22,122,0,240,0.558,0.5,0.32,0.289,29.8,71.7,53.3,43.2,5.9,12.3,8.4,100.0,120.4,110.5,20191218
368,CJ McCollum,Portland Trail Blazers,37:26,12,20,0.6,4,8,0.5,3,3,1.0,0,7,7,4,1,0,2,0,31,8,37:26,0.727,0.7,0.4,0.15,0.0,14.7,8.8,19.3,1.3,0.0,8.6,26.6,144.0,101.0,20191220
369,Damian Lillard,Portland Trail Blazers,36:26,13,21,0.619,7,13,0.538,3,3,1.0,0,3,3,6,1,0,5,1,36,28,36:26,0.806,0.786,0.619,0.143,0.0,6.5,3.9,31.8,1.3,0.0,18.3,32.0,140.0,105.0,20191220
370,Hassan Whiteside,Portland Trail Blazers,32:39,3,9,0.333,0,1,0.0,4,6,0.667,3,14,17,1,0,5,5,5,10,22,32:39,0.43,0.333,0.111,0.667,10.8,33.7,24.5,3.9,0.0,9.4,30.0,21.8,77.0,88.0,20191220
371,Kent Bazemore,Portland Trail Blazers,32:10,4,8,0.5,2,4,0.5,1,1,1.0,0,4,4,0,1,1,3,1,11,18,32:10,0.652,0.625,0.5,0.125,0.0,9.8,5.9,0.0,1.5,1.9,26.2,15.2,95.0,102.0,20191220
372,Carmelo Anthony,Portland Trail Blazers,9:24,1,6,0.167,1,2,0.5,2,2,1.0,3,3,6,0,0,3,1,2,5,14,9:24,0.363,0.25,0.333,0.333,37.4,25.1,30.0,0.0,0.0,19.6,12.7,35.8,94.0,85.0,20191220
373,Skal Labissière,Portland Trail Blazers,23:51,2,4,0.5,0,0,0.0,4,4,1.0,2,4,6,3,0,2,1,3,8,0,23:51,0.694,0.5,0.0,1.0,9.8,13.2,11.8,15.9,0.0,5.2,14.8,12.1,150.0,101.0,20191220
374,Anfernee Simons,Portland Trail Blazers,20:20,4,8,0.5,0,2,0.0,0,0,0.0,2,4,6,1,0,0,1,1,8,-3,20:20,0.5,0.5,0.25,0.0,11.5,15.5,13.9,7.3,0.0,0.0,11.1,18.9,109.0,103.0,20191220
375,Anthony Tolliver,Portland Trail Blazers,18:47,1,2,0.5,1,2,0.5,0,0,0.0,1,0,1,1,1,0,1,5,3,-6,18:47,0.75,0.75,1.0,0.0,6.2,0.0,2.5,6.5,2.5,0.0,33.3,6.8,123.0,105.0,20191220
376,Gary Trent Jr.,Portland Trail Blazers,17:38,2,4,0.5,2,3,0.667,0,0,0.0,0,1,1,0,0,0,1,2,6,-6,17:38,0.75,0.75,0.75,0.0,0.0,4.5,2.7,0.0,0.0,0.0,20.0,12.1,117.0,109.0,20191220
377,Mario Hezonja,Portland Trail Blazers,11:19,0,2,0.0,0,1,0.0,0,0,0.0,0,3,3,0,0,0,0,4,0,0,11:19,0.0,0.0,0.5,0.0,0.0,20.9,12.5,0.0,0.0,0.0,0.0,7.5,0.0,99.0,20191220
378,Rodney Hood,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191220
379,Nassir Little,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191220
380,Team Totals,Portland Trail Blazers,240,42,84,0.5,17,36,0.472,17,19,0.895,11,43,54,16,4,11,20,24,118,0,240,0.639,0.601,0.429,0.226,26.8,70.5,52.9,38.1,3.9,14.1,17.8,100.0,115.2,100.6,20191220
381,Damian Lillard,Portland Trail Blazers,38:02,10,25,0.4,3,12,0.25,6,9,0.667,0,3,3,7,1,1,3,0,29,5,38:02,0.501,0.46,0.48,0.36,0.0,9.5,4.5,32.3,1.2,2.5,9.4,33.9,107.0,110.0,20191221
382,Hassan Whiteside,Portland Trail Blazers,38:02,6,9,0.667,0,0,0.0,4,4,1.0,4,18,22,2,1,7,2,3,16,5,38:02,0.743,0.667,0.0,0.444,11.5,56.8,33.1,7.8,1.2,17.7,15.7,13.5,141.0,89.0,20191221
383,CJ McCollum,Portland Trail Blazers,36:44,8,23,0.348,5,10,0.5,5,7,0.714,1,1,2,3,3,1,3,4,26,8,36:44,0.498,0.457,0.435,0.304,3.0,3.3,3.1,13.3,3.9,2.6,10.3,31.9,102.0,105.0,20191221
384,Kent Bazemore,Portland Trail Blazers,33:14,7,12,0.583,2,4,0.5,3,3,1.0,0,2,2,2,3,2,2,1,19,13,33:14,0.713,0.667,0.333,0.25,0.0,7.2,3.4,9.7,4.3,5.8,13.1,18.6,130.0,101.0,20191221
385,Anthony Tolliver,Portland Trail Blazers,21:55,0,3,0.0,0,2,0.0,0,0,0.0,2,0,2,1,1,0,2,2,0,-1,21:55,0.0,0.0,0.667,0.0,10.0,0.0,5.2,5.5,2.2,0.0,40.0,9.2,37.0,112.0,20191221
386,Skal Labissière,Portland Trail Blazers,25:43,5,9,0.556,1,2,0.5,0,0,0.0,3,5,8,2,0,2,1,4,11,5,25:43,0.611,0.611,0.222,0.0,12.7,23.3,17.8,12.2,0.0,7.5,10.0,15.7,129.0,107.0,20191221
387,Anfernee Simons,Portland Trail Blazers,21:14,2,9,0.222,1,2,0.5,0,0,0.0,2,0,2,1,0,0,0,3,5,1,21:14,0.278,0.278,0.222,0.0,10.3,0.0,5.4,6.4,0.0,0.0,0.0,17.1,82.0,117.0,20191221
388,Gary Trent Jr.,Portland Trail Blazers,15:13,1,3,0.333,1,3,0.333,2,2,1.0,0,1,1,1,0,0,1,2,5,-3,15:13,0.644,0.5,1.0,0.667,0.0,7.9,3.8,8.6,0.0,0.0,20.5,12.9,116.0,116.0,20191221
389,Nassir Little,Portland Trail Blazers,9:53,1,1,1.0,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,2,2,2,9:53,1.0,1.0,0.0,0.0,0.0,36.4,17.3,0.0,0.0,0.0,0.0,4.1,200.0,110.0,20191221
390,Mario Hezonja,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191221
391,Rodney Hood,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191221
392,Carmelo Anthony,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191221
393,Team Totals,Portland Trail Blazers,240,40,94,0.426,13,35,0.371,20,25,0.8,12,33,45,19,9,13,14,21,113,0,240,0.538,0.495,0.372,0.266,27.3,82.5,53.6,47.5,8.9,26.0,11.8,100.0,111.6,104.7,20191221
394,CJ McCollum,Portland Trail Blazers,38:24,9,22,0.409,2,10,0.2,0,0,0.0,0,4,4,3,1,0,0,2,20,-6,38:24,0.455,0.455,0.455,0.0,0.0,9.4,4.9,14.6,1.3,0.0,0.0,25.0,96.0,108.0,20191223
395,Carmelo Anthony,Portland Trail Blazers,37:09,9,17,0.529,1,4,0.25,4,4,1.0,1,8,9,2,1,0,2,4,23,-2,37:09,0.613,0.559,0.235,0.235,2.6,19.5,11.3,10.2,1.3,0.0,9.6,24.4,114.0,103.0,20191223
396,Damian Lillard,Portland Trail Blazers,36:53,6,21,0.286,0,10,0.0,6,6,1.0,0,3,3,7,2,0,3,1,18,-14,36:53,0.381,0.286,0.476,0.286,0.0,7.4,3.8,31.2,2.6,0.0,11.3,31.5,80.0,105.0,20191223
397,Hassan Whiteside,Portland Trail Blazers,32:05,5,10,0.5,0,0,0.0,1,2,0.5,4,12,16,2,1,4,3,2,11,-20,32:05,0.506,0.5,0.0,0.2,12.0,33.9,23.2,10.1,1.5,10.3,21.6,18.9,93.0,90.0,20191223
398,Kent Bazemore,Portland Trail Blazers,31:18,1,3,0.333,1,2,0.5,0,0,0.0,0,1,1,1,0,0,2,4,3,-16,31:18,0.5,0.5,0.667,0.0,0.0,2.9,1.5,4.3,0.0,0.0,40.0,7.0,62.0,113.0,20191223
399,Anfernee Simons,Portland Trail Blazers,21:17,2,6,0.333,0,1,0.0,4,4,1.0,0,6,6,0,0,0,0,2,8,3,21:17,0.515,0.333,0.167,0.667,0.0,25.5,13.1,0.0,0.0,0.0,0.0,15.9,110.0,104.0,20191223
400,Skal Labissière,Portland Trail Blazers,18:32,4,7,0.571,0,0,0.0,0,0,0.0,2,3,5,1,0,2,1,1,8,10,18:32,0.571,0.571,0.0,0.0,10.4,14.7,12.6,9.7,0.0,8.9,12.5,18.8,109.0,102.0,20191223
401,Gary Trent Jr.,Portland Trail Blazers,16:42,1,4,0.25,0,2,0.0,0,0,0.0,0,2,2,1,1,0,0,1,2,8,16:42,0.25,0.25,0.5,0.0,0.0,10.8,5.6,8.4,2.9,0.0,0.0,10.5,62.0,103.0,20191223
402,Nassir Little,Portland Trail Blazers,7:40,0,1,0.0,0,0,0.0,1,2,0.5,1,1,2,0,0,0,0,0,1,-3,7:40,0.266,0.0,0.0,2.0,12.5,11.8,12.2,0.0,0.0,0.0,0.0,10.7,85.0,110.0,20191223
403,Rodney Hood,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191223
404,Mario Hezonja,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191223
405,Anthony Tolliver,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191223
406,Team Totals,Portland Trail Blazers,240,37,91,0.407,4,29,0.138,16,18,0.889,8,40,48,17,6,6,11,17,94,0,240,0.475,0.429,0.319,0.198,16.0,75.5,46.6,45.9,6.1,10.3,10.0,100.0,95.5,103.6,20191223
407,CJ McCollum,Portland Trail Blazers,38:10,10,23,0.435,3,8,0.375,2,2,1.0,1,3,4,2,1,0,1,1,25,-4,38:10,0.523,0.5,0.348,0.087,2.8,9.7,6.0,8.3,1.3,0.0,4.0,28.6,113.0,128.0,20191226
408,Damian Lillard,Portland Trail Blazers,37:28,10,21,0.476,7,13,0.538,7,8,0.875,1,3,4,8,0,0,1,4,34,-26,37:28,0.693,0.643,0.619,0.381,2.8,9.9,6.1,34.0,0.0,0.0,3.9,29.9,153.0,131.0,20191226
409,Carmelo Anthony,Portland Trail Blazers,37:17,5,13,0.385,1,4,0.25,1,3,0.333,3,4,7,0,1,0,3,5,12,-4,37:17,0.419,0.423,0.308,0.231,8.6,13.2,10.7,0.0,1.4,0.0,17.3,20.4,82.0,127.0,20191226
410,Kent Bazemore,Portland Trail Blazers,23:48,2,7,0.286,2,4,0.5,0,0,0.0,0,5,5,0,1,0,3,1,6,-23,23:48,0.429,0.429,0.571,0.0,0.0,25.9,12.0,0.0,2.1,0.0,30.0,18.4,61.0,124.0,20191226
411,Hassan Whiteside,Portland Trail Blazers,21:40,3,5,0.6,0,0,0.0,2,3,0.667,2,4,6,1,0,1,1,3,8,-28,21:40,0.633,0.6,0.0,0.6,9.8,22.7,15.8,6.1,0.0,4.9,13.7,14.8,128.0,125.0,20191226
412,Anfernee Simons,Portland Trail Blazers,28:01,7,9,0.778,1,3,0.333,0,0,0.0,1,9,10,0,0,0,1,3,15,22,28:01,0.833,0.833,0.333,0.0,3.8,39.5,20.4,0.0,0.0,0.0,10.0,15.7,150.0,127.0,20191226
413,Skal Labissière,Portland Trail Blazers,26:04,4,6,0.667,0,0,0.0,2,3,0.667,3,4,7,3,0,0,2,3,10,19,26:04,0.683,0.667,0.0,0.5,12.3,18.9,15.3,15.5,0.0,0.0,21.5,15.7,131.0,130.0,20191226
414,Gary Trent Jr.,Portland Trail Blazers,16:49,2,4,0.5,1,2,0.5,0,0,0.0,0,0,0,0,1,0,0,0,5,16,16:49,0.625,0.625,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.4,131.0,126.0,20191226
415,Nassir Little,Portland Trail Blazers,10:43,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-2,10:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,132.0,20191226
416,Anthony Tolliver,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191226
417,Rodney Hood,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191226
418,Mario Hezonja,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191226
419,Team Totals,Portland Trail Blazers,240,43,89,0.483,15,34,0.441,14,19,0.737,11,32,43,14,4,1,12,21,115,0,240,0.591,0.567,0.382,0.213,24.4,82.1,51.2,32.6,4.2,2.2,11.0,100.0,121.3,127.6,20191226
420,Damian Lillard,Portland Trail Blazers,39:17,7,17,0.412,4,13,0.308,13,14,0.929,0,2,2,9,1,1,3,4,31,-5,39:17,0.669,0.529,0.765,0.824,0.0,6.0,2.9,33.9,1.2,2.1,11.5,28.1,137.0,130.0,20191228
421,CJ McCollum,Portland Trail Blazers,37:59,8,16,0.5,2,8,0.25,0,0,0.0,0,2,2,4,0,0,2,0,18,-9,37:59,0.563,0.563,0.5,0.0,0.0,6.2,3.0,16.4,0.0,0.0,11.1,20.0,110.0,134.0,20191228
422,Hassan Whiteside,Portland Trail Blazers,33:53,7,11,0.636,0,0,0.0,5,7,0.714,6,10,16,0,0,4,4,3,19,1,33:53,0.675,0.636,0.0,0.636,20.2,34.6,27.3,0.0,0.0,9.6,22.1,22.5,119.0,120.0,20191228
423,Carmelo Anthony,Portland Trail Blazers,33:13,5,14,0.357,1,2,0.5,2,2,1.0,1,4,5,2,0,1,3,4,13,2,33:13,0.437,0.393,0.143,0.143,3.4,14.1,8.7,8.6,0.0,2.4,16.8,22.7,85.0,130.0,20191228
424,Skal Labissière,Portland Trail Blazers,2:37,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,2,0,-3,2:37,0.0,0.0,1.0,0.0,0.0,44.7,22.1,0.0,0.0,0.0,0.0,16.1,0.0,123.0,20191228
425,Kent Bazemore,Portland Trail Blazers,27:55,3,8,0.375,2,4,0.5,1,1,1.0,0,4,4,1,1,2,1,5,9,11,27:55,0.533,0.5,0.5,0.125,0.0,16.8,8.3,4.8,1.7,5.8,10.6,14.3,103.0,123.0,20191228
426,Anfernee Simons,Portland Trail Blazers,27:29,6,13,0.462,1,1,1.0,1,1,1.0,1,5,6,0,1,0,0,1,14,-15,27:29,0.521,0.5,0.077,0.077,4.2,21.3,12.6,0.0,1.7,0.0,0.0,20.6,112.0,126.0,20191228
427,Anthony Tolliver,Portland Trail Blazers,17:35,4,5,0.8,4,5,0.8,0,0,0.0,1,2,3,1,0,0,3,2,12,-7,17:35,1.2,1.2,1.0,0.0,6.5,13.3,9.9,9.1,0.0,0.0,37.5,19.2,133.0,132.0,20191228
428,Nassir Little,Portland Trail Blazers,11:19,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,1,0,0,0,0,1,-12,11:19,0.568,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,3.3,152.0,135.0,20191228
429,Gary Trent Jr.,Portland Trail Blazers,8:43,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,1,0,0,1,3,-3,8:43,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,4.8,300.0,123.0,20191228
430,Mario Hezonja,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191228
431,Rodney Hood,Portland Trail Blazers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191228
432,Team Totals,Portland Trail Blazers,240,41,86,0.477,15,35,0.429,23,27,0.852,9,30,39,18,4,8,16,22,120,0,240,0.613,0.564,0.407,0.314,21.4,73.2,47.0,43.9,4.0,13.6,14.0,100.0,119.4,127.3,20191228
433,Damian Lillard,Portland Trail Blazers,38:07,10,20,0.5,5,12,0.417,8,12,0.667,1,4,5,7,1,0,2,1,33,3,38:07,0.653,0.625,0.6,0.6,2.9,12.0,7.3,28.1,1.3,0.0,7.3,30.7,133.0,126.0,20191230
434,CJ McCollum,Portland Trail Blazers,37:50,11,21,0.524,1,4,0.25,2,2,1.0,0,2,2,6,1,0,0,3,25,-20,37:50,0.571,0.548,0.19,0.095,0.0,6.0,3.0,25.3,1.3,0.0,0.0,24.8,128.0,128.0,20191230
435,Hassan Whiteside,Portland Trail Blazers,37:03,7,13,0.538,0,0,0.0,2,2,1.0,6,16,22,3,0,3,2,2,16,8,37:03,0.576,0.538,0.0,0.154,17.7,49.4,33.1,11.1,0.0,5.6,12.6,18.4,124.0,115.0,20191230
436,Carmelo Anthony,Portland Trail Blazers,36:31,4,16,0.25,0,2,0.0,2,2,1.0,1,2,3,2,0,1,0,3,10,-9,36:31,0.296,0.25,0.125,0.125,3.0,6.3,4.6,6.8,0.0,1.9,0.0,19.8,77.0,129.0,20191230
437,Kent Bazemore,Portland Trail Blazers,22:04,2,4,0.5,2,3,0.667,0,0,0.0,0,4,4,0,1,0,0,3,6,2,22:04,0.75,0.75,0.75,0.0,0.0,20.7,10.1,0.0,2.2,0.0,0.0,7.8,146.0,122.0,20191230
438,Anfernee Simons,Portland Trail Blazers,24:55,5,9,0.556,2,5,0.4,0,0,0.0,1,1,2,0,0,0,1,3,12,-4,24:55,0.667,0.667,0.556,0.0,4.4,4.6,4.5,0.0,0.0,0.0,10.0,17.2,119.0,131.0,20191230
439,Gary Trent Jr.,Portland Trail Blazers,21:47,4,10,0.4,3,6,0.5,0,0,0.0,0,1,1,2,1,0,0,2,11,1,21:47,0.55,0.55,0.6,0.0,0.0,5.2,2.6,12.5,2.2,0.0,0.0,19.7,120.0,126.0,20191230
440,Nassir Little,Portland Trail Blazers,11:29,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,2,1,0,3,11:29,0.0,0.0,0.0,0.0,0.0,10.0,4.9,9.5,0.0,0.0,66.7,11.2,19.0,130.0,20191230
441,Anthony Tolliver,Portland Trail Blazers,9:22,1,2,0.5,1,2,0.5,0,0,0.0,1,1,2,3,1,0,0,1,3,-6,9:22,0.75,0.75,1.0,0.0,11.6,12.2,11.9,39.5,5.2,0.0,0.0,9.2,186.0,117.0,20191230
442,Moses Brown,Portland Trail Blazers,0:52,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-8,0:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,49.5,0.0,132.0,20191230
