,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
3341,Tobias Harris,Philadelphia 76ers,35:57,10,19,0.526,2,8,0.25,0,0,0.0,4,7,11,6,3,0,0,4,22,-3,35:57,0.579,0.579,0.421,0.0,12.1,21.2,16.7,27.0,4.1,0.0,0.0,24.2,132.0,114.0,20220329
3342,Matisse Thybulle,Philadelphia 76ers,20:34,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,2,1,0,0,2,-2,20:34,1.0,1.0,0.0,0.0,0.0,5.3,2.7,0.0,4.8,4.7,0.0,2.2,200.0,113.0,20220329
3343,Danny Green,Philadelphia 76ers,23:00,3,5,0.6,3,5,0.6,0,0,0.0,0,4,4,0,0,1,0,3,9,-1,23:00,0.9,0.9,1.0,0.0,0.0,19.0,9.5,0.0,0.0,4.2,0.0,9.9,156.0,121.0,20220329
3344,Georges Niang,Philadelphia 76ers,19:55,3,9,0.333,3,8,0.375,0,0,0.0,0,2,2,0,0,0,1,1,9,3,19:55,0.5,0.5,0.889,0.0,0.0,11.0,5.5,0.0,0.0,0.0,10.0,23.0,81.0,126.0,20220329
3345,Shake Milton,Philadelphia 76ers,15:44,3,5,0.6,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,3,6,-2,15:44,0.6,0.6,0.2,0.0,0.0,13.9,6.9,0.0,0.0,0.0,0.0,14.5,111.0,124.0,20220329
3346,Paul Millsap,Philadelphia 76ers,9:26,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,2,0,-5,9:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,50.0,9.7,0.0,115.0,20220329
3347,DeAndre Jordan,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220329
3348,Paul Reed,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220329
3349,Charlie Brown Jr.,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220329
3350,Furkan Korkmaz,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220329
3351,Isaiah Joe,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220329
3352,Team Totals,Philadelphia 76ers,240,43,89,0.483,16,41,0.39,14,18,0.778,5,35,40,28,7,3,8,19,116,0,240,0.598,0.573,0.461,0.202,11.4,79.5,45.5,65.1,7.1,6.0,7.6,100.0,118.3,120.3,20220329
3353,James Harden,Philadelphia 76ers,38:04,4,15,0.267,2,9,0.222,8,9,0.889,0,9,9,7,2,1,3,0,18,-1,38:04,0.475,0.333,0.6,0.6,0.0,28.4,14.7,34.0,2.8,2.7,13.7,28.7,95.0,110.0,20220331
3354,Joel Embiid,Philadelphia 76ers,36:33,11,19,0.579,1,2,0.5,14,16,0.875,0,15,15,3,1,2,7,4,37,-1,36:33,0.71,0.605,0.105,0.842,0.0,49.2,25.6,23.8,1.4,5.6,21.2,45.0,110.0,107.0,20220331
3355,Tobias Harris,Philadelphia 76ers,35:41,6,9,0.667,2,3,0.667,0,0,0.0,0,5,5,3,0,3,1,5,14,-6,35:41,0.778,0.778,0.333,0.0,0.0,16.8,8.7,17.6,0.0,8.6,10.0,14.0,132.0,111.0,20220331
3356,Tyrese Maxey,Philadelphia 76ers,34:31,5,10,0.5,1,3,0.333,2,2,1.0,0,2,2,2,0,0,2,2,13,-8,34:31,0.597,0.55,0.3,0.2,0.0,7.0,3.6,11.6,0.0,0.0,15.5,18.6,99.0,120.0,20220331
3357,Matisse Thybulle,Philadelphia 76ers,32:19,2,4,0.5,0,1,0.0,0,0,0.0,2,1,3,4,3,2,0,1,4,1,32:19,0.5,0.5,0.25,0.0,8.0,3.7,5.8,21.2,4.9,6.3,0.0,6.2,139.0,105.0,20220331
3358,Shake Milton,Philadelphia 76ers,19:11,1,3,0.333,1,2,0.5,0,0,0.0,1,1,2,3,0,0,0,2,3,-7,19:11,0.5,0.5,0.667,0.0,6.8,6.3,6.5,26.3,0.0,0.0,0.0,7.8,133.0,120.0,20220331
3359,Georges Niang,Philadelphia 76ers,15:29,1,3,0.333,0,2,0.0,1,1,1.0,0,0,0,0,1,0,1,0,3,0,15:29,0.436,0.333,0.667,0.333,0.0,0.0,0.0,0.0,3.4,0.0,22.5,14.3,66.0,114.0,20220331
3360,Danny Green,Philadelphia 76ers,11:41,0,3,0.0,0,3,0.0,0,0,0.0,1,1,2,0,1,0,1,2,0,-6,11:41,0.0,0.0,1.0,0.0,11.1,10.3,10.7,0.0,4.5,0.0,25.0,17.1,21.0,109.0,20220331
3361,DeAndre Jordan,Philadelphia 76ers,9:58,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,0,2,-9,9:58,0.5,0.5,0.0,0.0,0.0,12.0,6.3,0.0,0.0,10.2,0.0,10.0,93.0,111.0,20220331
3362,Furkan Korkmaz,Philadelphia 76ers,5:24,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-3,5:24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,121.0,20220331
3363,Charlie Brown Jr.,Philadelphia 76ers,0:23,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,20220331
3364,Isaiah Joe,Philadelphia 76ers,0:23,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,20220331
3365,Paul Reed,Philadelphia 76ers,0:23,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,20220331
3366,Paul Millsap,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220331
3367,Team Totals,Philadelphia 76ers,240,31,69,0.449,7,26,0.269,25,28,0.893,4,35,39,22,8,9,15,17,94,0,240,0.578,0.5,0.377,0.406,10.8,87.5,50.6,71.0,8.8,19.1,15.6,100.0,103.1,111.9,20220331
3368,Tyrese Maxey,Philadelphia 76ers,33:07,7,12,0.583,3,5,0.6,2,2,1.0,1,1,2,4,2,0,0,1,19,21,33:07,0.738,0.708,0.417,0.167,4.1,3.3,3.7,13.5,2.8,0.0,0.0,16.2,165.0,110.0,20220402
3369,Tobias Harris,Philadelphia 76ers,32:04,8,13,0.615,5,9,0.556,2,2,1.0,0,5,5,4,1,0,4,2,23,28,32:04,0.829,0.808,0.692,0.154,0.0,17.0,9.5,14.6,1.4,0.0,22.4,23.2,127.0,111.0,20220402
3370,Joel Embiid,Philadelphia 76ers,31:21,12,16,0.75,1,3,0.333,4,6,0.667,2,12,14,6,0,0,4,2,29,26,31:21,0.778,0.781,0.188,0.375,8.7,41.8,27.1,26.5,0.0,0.0,17.7,30.1,137.0,110.0,20220402
3371,James Harden,Philadelphia 76ers,30:56,4,10,0.4,2,6,0.333,2,2,1.0,2,6,8,13,1,0,5,1,12,27,30:56,0.551,0.5,0.6,0.2,8.9,21.2,15.7,43.1,1.5,0.0,31.5,21.4,124.0,110.0,20220402
3372,Matisse Thybulle,Philadelphia 76ers,21:13,5,7,0.714,2,4,0.5,0,0,0.0,2,1,3,2,3,0,1,4,12,28,21:13,0.857,0.857,0.571,0.0,12.9,5.1,8.6,10.9,6.5,0.0,12.5,15.7,157.0,101.0,20220402
3373,Shake Milton,Philadelphia 76ers,26:22,3,6,0.5,2,5,0.4,2,4,0.5,0,4,4,5,0,1,0,3,10,11,26:22,0.644,0.667,0.833,0.667,0.0,16.5,9.2,19.1,0.0,3.2,0.0,12.3,157.0,111.0,20220402
3374,Georges Niang,Philadelphia 76ers,19:59,4,5,0.8,2,3,0.667,0,0,0.0,1,2,3,1,2,0,2,0,10,0,19:59,1.0,1.0,0.6,0.0,6.9,10.9,9.1,5.5,4.6,0.0,28.6,14.6,129.0,105.0,20220402
3375,Danny Green,Philadelphia 76ers,15:52,2,3,0.667,2,3,0.667,0,0,0.0,0,0,0,1,0,1,0,0,6,7,15:52,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.4,0.0,5.3,0.0,7.9,195.0,112.0,20220402
3376,DeAndre Jordan,Philadelphia 76ers,9:47,4,4,1.0,0,0,0.0,0,0,0.0,0,5,5,1,0,2,2,1,8,7,9:47,1.0,1.0,0.0,0.0,0.0,55.8,31.1,14.7,0.0,17.2,33.3,25.5,110.0,94.0,20220402
3377,Furkan Korkmaz,Philadelphia 76ers,6:52,1,5,0.2,0,2,0.0,2,2,1.0,0,0,0,1,0,1,0,1,4,-3,6:52,0.34,0.2,0.4,0.4,0.0,0.0,0.0,15.2,0.0,12.3,0.0,35.7,94.0,106.0,20220402
3378,Paul Reed,Philadelphia 76ers,6:52,1,3,0.333,0,1,0.0,0,0,0.0,2,0,2,0,1,0,1,2,2,-3,6:52,0.333,0.333,0.333,0.0,39.9,0.0,17.7,0.0,6.7,0.0,25.0,24.3,87.0,102.0,20220402
3379,Isaiah Joe,Philadelphia 76ers,5:35,2,3,0.667,2,2,1.0,3,3,1.0,0,1,1,0,0,0,0,1,9,1,5:35,1.042,1.0,0.667,1.0,0.0,19.5,10.9,0.0,0.0,0.0,0.0,32.2,205.0,113.0,20220402
3380,Paul Millsap,Philadelphia 76ers,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220402
3381,Team Totals,Philadelphia 76ers,240,53,87,0.609,21,43,0.488,17,21,0.81,10,37,47,38,10,5,19,18,144,0,240,0.748,0.73,0.494,0.241,28.6,84.1,59.5,71.7,9.5,8.8,16.5,100.0,137.2,108.6,20220402
3382,James Harden,Philadelphia 76ers,40:34,4,13,0.308,2,7,0.286,11,12,0.917,4,6,10,10,0,0,4,2,21,4,40:34,0.574,0.385,0.538,0.923,10.3,15.8,13.0,41.9,0.0,0.0,18.0,23.4,123.0,121.0,20220403
3383,Joel Embiid,Philadelphia 76ers,38:03,12,26,0.462,3,6,0.5,17,20,0.85,4,13,17,3,1,5,3,1,44,16,38:03,0.632,0.519,0.231,0.769,11.0,36.4,23.6,21.2,1.3,14.0,7.9,42.4,128.0,103.0,20220403
3384,Tobias Harris,Philadelphia 76ers,36:38,4,14,0.286,0,5,0.0,3,5,0.6,0,5,5,3,0,1,1,4,11,-6,36:38,0.34,0.286,0.357,0.357,0.0,14.6,7.2,14.2,0.0,2.9,5.8,20.0,79.0,119.0,20220403
